ID_VENTE;CD_PRODUIT;DT_VENTE;ID_CLIENT;QTE_VENTE;PRIX_ACHAT;PRIX_VENTE;;;;
US-2015-BT115305-42336;TEC-PH-5356;08/02/2020;BT-115305;10,00;204.4512;255.564;;;;
CA-2013-AG10495140-41433;OFF-BI-5636;03/04/2023;AG-104951408;9,00;24.352;30.44;;;;
ES-2014-MG17680120-41867;FUR-BO-5954;10/04/2024;MG-17680120;10,00;35.676;44.595;;;;
IN-2012-ML182657-41114;TEC-CO-4577;05/01/2021;ML-182657;7,00;135.391872;169.23984;;;;
IN-2012-TS2161092-40939;TEC-PH-5267;14/08/2022;TS-2161092;2,00;437.0904;546.363;;;;
SF-2014-RW9540117-41942;FUR-CH-5443;13/03/2021;RW-9540117;8,00;150.2976;187.872;;;;
IN-2014-DL1292592-41817;FUR-BO-5780;24/03/2024;DL-1292592;9,00;78.696;98.37;;;;
MX-2012-JK1609082-41269;FUR-TA-3418;25/02/2021;JK-1609082;6,00;158.7168;198.396;;;;
ES-2012-GT14710120-41198;FUR-BO-3901;24/02/2021;GT-14710120;6,00;144.744;180.93;;;;
ES-2014-JM1565564-41822;FUR-BO-4851;05/07/2023;JM-1565564;5,00;131.76;164.7;;;;
US-2012-LB167355-41172;FUR-BO-5761;22/01/2024;LB-167355;10,00;222.09768;277.6221;;;;
ES-2015-ND18460120-42132;TEC-MA-5008;11/01/2022;ND-18460120;3,00;75.2256;94.032;;;;
ID-2013-PS1904559-41450;TEC-MA-5015;19/03/2023;PS-1904559;2,00;84.7968;105.996;;;;
MX-2012-AD1018018-41136;FUR-CH-4702;25/12/2020;AD-1018018;1,00;38.6928;48.366;;;;
CA-2014-AG10495140-41933;OFF-BI-4297;23/04/2022;AG-104951404;7,00;1.2864;1.608;;;;
IN-2015-PV18985113-42214;FUR-CH-4524;25/12/2023;PV-18985113;5,00;17.28;21.6;;;;
ES-2013-VS2182045-41537;FUR-BO-3902;19/03/2024;VS-2182045;1,00;155.6992;194.624;;;;
ES-2014-CW11905139-41909;OFF-AR-6125;04/01/2022;CW-11905139;10,00;10.6632;13.329;;;;
CA-2013-AG10495140-41433;OFF-LA-6021;05/03/2020;AG-104951408;9,00;3;3.75;;;;
ID-2014-EB1384059-41928;FUR-TA-3436;17/01/2021;EB-1384059;3,00;188.412;235.515;;;;
CA-2013-AG10495140-41571;OFF-PA-6559;03/01/2022;AG-104951402;1,00;5.184;6.48;;;;
ES-2013-CW1190545-41488;TEC-PH-5355;16/06/2024;CW-1190545;9,00;305.928;382.41;;;;
IN-2012-CC126707-41203;OFF-ST-4079;27/02/2021;CC-126707;7,00;47.6136;59.517;;;;
IN-2014-KC165407-41921;TEC-CO-3608;01/01/2024;KC-165407;8,00;161.8344;202.293;;;;
IN-2014-CP12085130-41935;FUR-BO-3624;22/05/2020;CP-12085130;3,00;214.3128;267.891;;;;
IN-2013-BF1127592-41633;TEC-CO-4593;06/05/2023;BF-1127592;6,00;91.2456;114.057;;;;
ID-2012-TT2107059-41263;OFF-ST-5700;17/04/2022;TT-2107059;7,00;93.1128;116.391;;;;
CA-2013-AG10495140-41433;OFF-AR-5324;02/04/2022;AG-104951408;4,00;2.224;2.78;;;;
IT-2012-DL1333091-41145;OFF-AR-5932;21/08/2021;DL-1333091;6,00;14.9568;18.696;;;;
ID-2012-CM12385102-40954;TEC-PH-5353;23/01/2022;CM-12385102;7,00;32.76;40.95;;;;
IZ-2014-CK232561-41996;TEC-CO-4792;27/08/2022;CK-232561;1,00;115.2672;144.084;;;;
ID-2014-TT2122088-41999;FUR-CH-4656;26/09/2022;TT-2122088;5,00;147.0048;183.756;;;;
MX-2014-JF1529536-41930;FUR-BO-5951;29/05/2023;JF-1529536;10,00;226.7148;283.3935;;;;
IT-2015-BP11095124-42363;FUR-BO-3630;09/01/2023;BP-11095124;10,00;26.7392;33.424;;;;
IN-2015-RB1957058-42206;OFF-ST-4080;06/01/2024;RB-1957058;2,00;42.2272;52.784;;;;
ID-2015-MC181007-42252;TEC-MA-5572;22/04/2021;MC-181007;4,00;63.2736;79.092;;;;
IN-2013-DP1316558-41623;TEC-CO-5999;21/04/2022;DP-1316558;8,00;70.524;88.155;;;;
IN-2013-RO1978058-41296;OFF-AP-4960;16/08/2023;RO-1978058;10,00;210.948;263.685;;;;
MX-2014-JG1511539-41865;FUR-CH-4564;04/11/2021;JG-1511539;4,00;43.7688;54.711;;;;
IN-2015-DW1319527-42321;FUR-TA-3343;25/04/2024;DW-1319527;9,00;484.944;606.18;;;;
ID-2014-JH1543059-41996;FUR-TA-5074;11/03/2021;JH-1543059;4,00;373.944;467.43;;;;
MX-2012-JG1511582-41196;TEC-CO-4775;13/10/2020;JG-1511582;10,00;71.5536;89.442;;;;
ES-2015-DB13210139-42164;FUR-BO-3624;01/09/2022;DB-13210139;3,00;214.3128;267.891;;;;
CA-2013-AG10495140-41570;OFF-BI-3302;28/05/2023;AG-104951404;9,00;2.8736;3.592;;;;
MX-2012-JL1583531-41065;OFF-ST-6049;25/05/2023;JL-1583531;6,00;63.1968;78.996;;;;
IZ-2013-DV346561-41431;TEC-CO-3708;26/02/2024;DV-346561;9,00;151.32;189.15;;;;
SA-2015-MY7380110-42047;FUR-BO-5787;13/02/2021;MY-7380110;3,00;166.8864;208.608;;;;
CA-2014-AR10510140-42000;TEC-AC-3373;18/05/2020;AR-105101406;5,00;19.1936;23.992;;;;
BO-2015-PB915013-42172;TEC-PH-3805;03/09/2022;PB-915013;5,00;208.4736;260.592;;;;
CA-2013-AR10510140-41517;OFF-PA-6590;25/08/2021;AR-105101404;3,00;5.184;6.48;;;;
IN-2014-AG103907-41969;TEC-CO-3599;21/03/2021;AG-103907;7,00;63.303744;79.12968;;;;
CA-2012-AR10510140-41030;OFF-AP-3364;18/06/2022;AR-105101406;10,00;1.7424;2.178;;;;
US-2012-AR10510140-41051;TEC-PH-5257;06/06/2021;AR-105101406;3,00;29.4336;36.792;;;;
IN-2012-EP1391527-41186;FUR-CH-5808;30/12/2021;EP-1391527;1,00;102.114;127.6425;;;;
ES-2012-DP1316545-41159;OFF-AP-4731;29/01/2021;DP-1316545;2,00;98.7648;123.456;;;;
IN-2014-AA106457-41815;FUR-BO-3904;02/12/2020;AA-106457;10,00;77.312;96.64;;;;
IT-2012-DK1337591-41268;FUR-CH-5380;29/12/2023;DK-1337591;3,00;196.352;245.44;;;;
IN-2015-MC1784527-42249;TEC-PH-5267;09/10/2022;MC-1784527;8,00;437.0904;546.363;;;;
CA-2015-AR10510140-42355;OFF-BI-5584;19/06/2021;AR-105101402;3,00;0.5184;0.648;;;;
US-2012-AR10510140-41051;OFF-AR-5294;14/01/2024;AR-105101406;5,00;2.352;2.94;;;;
IN-2014-LT1676558-41954;FUR-CH-5793;19/05/2021;LT-1676558;9,00;43.968;54.96;;;;
US-2013-BP1118536-41451;TEC-CO-4769;02/01/2022;BP-1118536;5,00;55.599648;69.49956;;;;
IN-2013-HH1501058-41576;TEC-AC-4166;29/09/2022;HH-1501058;7,00;36.672;45.84;;;;
IN-2012-BD1163592-41222;TEC-PH-3797;10/09/2024;BD-1163592;5,00;19.62;24.525;;;;
US-2012-AR10510140-41051;OFF-BI-3119;10/02/2023;AR-105101406;2,00;3.5008;4.376;;;;
MX-2012-LP1709528-41002;TEC-CO-3695;27/03/2023;LP-1709528;9,00;46.816224;58.52028;;;;
ES-2014-ZC2191064-41828;TEC-CO-3688;26/06/2022;ZC-2191064;8,00;88.6452;110.8065;;;;
CA-2012-AG10525140-41153;TEC-MA-4213;19/06/2023;AG-105251402;4,00;74.628;93.285;;;;
ES-2015-KW16570139-42059;FUR-CH-5450;11/12/2021;KW-16570139;3,00;20.096;25.12;;;;
ID-2015-JG15310130-42133;FUR-BO-3648;12/05/2023;JG-15310130;1,00;52.4672;65.584;;;;
ID-2014-CM11830144-41766;TEC-CO-3709;04/05/2024;CM-11830144;8,00;120.5952;150.744;;;;
IN-2013-JF151907-41409;FUR-BO-5966;16/10/2022;JF-151907;4,00;206.448;258.06;;;;
IN-2014-BF1100527-41913;FUR-BO-5950;03/01/2022;BF-1100527;9,00;93.2992;116.624;;;;
MX-2013-LT1676539-41532;FUR-CH-5441;25/04/2020;LT-1676539;5,00;112.7808;140.976;;;;
EG-2013-JB604538-41580;TEC-MA-5549;31/03/2020;JB-604538;4,00;99.8688;124.836;;;;
TU-2012-JF5190134-41121;FUR-CH-5441;17/01/2024;JF-5190134;5,00;112.7808;140.976;;;;
IN-2014-AB106007-41725;OFF-AP-3574;05/12/2020;AB-106007;8,00;124.5024;155.628;;;;
ES-2015-AS1004545-42346;TEC-AC-3402;25/11/2023;AS-1004545;3,00;82.8;103.5;;;;
IN-2014-TR213257-41908;FUR-CH-4654;09/11/2024;TR-213257;2,00;145.5072;181.884;;;;
CA-2013-AG10525140-41524;FUR-TA-3561;09/10/2022;AG-105251406;2,00;256.6272;320.784;;;;
IN-2015-AJ1078058-42245;FUR-BO-5951;07/08/2024;AJ-1078058;10,00;226.7148;283.3935;;;;
MX-2014-CM1223528-41782;FUR-BO-5760;09/10/2023;CM-1223528;6,00;105.0264;131.283;;;;
ES-2015-DV1304545-42221;FUR-CH-4684;23/03/2021;DV-1304545;3,00;28.3456;35.432;;;;
AO-2012-BS18004-41191;TEC-AC-5226;01/10/2021;BS-18004;10,00;118.2816;147.852;;;;
ES-2015-CS12175139-42235;OFF-AP-4737;17/12/2021;CS-12175139;2,00;379.4472;474.309;;;;
CG-2014-MR754533-41650;FUR-BO-5960;08/12/2022;MR-754533;7,00;94.608;118.26;;;;
ID-2014-JF155657-41899;FUR-BO-5785;05/12/2020;JF-155657;5,00;93.42;116.775;;;;
MX-2012-MD1735082-41202;TEC-CO-3688;16/09/2021;MD-1735082;1,00;88.6452;110.8065;;;;
CA-2014-AA10315140-41702;OFF-FA-2890;04/07/2020;AA-103151402;1,00;2.304;2.88;;;;
CA-2015-AG10330140-42361;FUR-TA-5061;21/01/2024;AG-103301404;10,00;116.832;146.04;;;;
IN-2012-ML180407-40957;TEC-PH-3785;21/01/2021;ML-180407;2,00;58.6752;73.344;;;;
CA-2014-AG10330140-41855;TEC-AC-6077;25/06/2021;AG-103301402;6,00;11.152;13.94;;;;
MX-2015-DM1352582-42334;TEC-PH-5248;18/01/2021;DM-1352582;8,00;41.6304;52.038;;;;
ES-2013-AB10060139-41627;FUR-BO-5949;21/12/2020;AB-10060139;2,00;221.00904;276.2613;;;;
IN-2015-MS1736578-42189;FUR-CH-4557;14/02/2024;MS-1736578;8,00;32.1216;40.152;;;;
IT-2014-RM19375139-41870;OFF-AP-3873;12/06/2023;RM-19375139;10,00;258.3792;322.974;;;;
IN-2014-DO13435144-41730;TEC-PH-5268;10/02/2022;DO-13435144;3,00;154.2456;192.807;;;;
IZ-2015-JL550561-42028;OFF-ST-5693;01/10/2020;JL-550561;5,00;34.0992;42.624;;;;
IN-2014-SP205457-41670;OFF-ST-6261;26/05/2021;SP-205457;8,00;97.992;122.49;;;;
IN-2014-KD1627027-41935;FUR-TA-3772;01/12/2021;KD-1627027;5,00;168.156;210.195;;;;
IT-2012-CM1181545-41016;TEC-MA-5572;17/05/2023;CM-1181545;3,00;63.2736;79.092;;;;
MX-2014-RO1978016-41807;TEC-AC-5866;31/12/2022;RO-1978016;1,00;17.7024;22.128;;;;
IN-2014-CR1262558-41939;FUR-BO-5787;15/12/2021;CR-1262558;8,00;166.8864;208.608;;;;
UP-2012-SF10065137-41157;OFF-ST-5710;04/06/2024;SF-10065137;8,00;24.864;31.08;;;;
CA-2014-AG10330140-41855;OFF-EN-6325;16/09/2021;AG-103301402;2,00;21.744;27.18;;;;
CA-2015-AG10330140-42361;OFF-PA-6436;30/10/2023;AG-103301404;8,00;12.1408;15.176;;;;
ES-2015-LF17185139-42320;TEC-PH-3148;20/04/2022;LF-17185139;2,00;152.6904;190.863;;;;
CA-2015-AG10330140-42349;TEC-PH-4897;11/01/2023;AG-103301404;6,00;23.96;29.95;;;;
TZ-2015-TT11220129-42252;OFF-AP-4960;28/06/2023;TT-11220129;10,00;210.948;263.685;;;;
MX-2014-LH1702093-41994;OFF-AP-4742;03/05/2020;LH-1702093;1,00;181.728;227.16;;;;
MX-2012-AH1019539-40925;TEC-CO-4574;17/10/2021;AH-1019539;2,00;46.2888;57.861;;;;
IN-2014-BN1147027-41896;TEC-CO-4775;10/05/2023;BN-1147027;4,00;71.5536;89.442;;;;
SA-2015-KH6630110-42043;TEC-CO-3708;18/09/2021;KH-6630110;7,00;151.32;189.15;;;;
ID-2015-AA1064559-42332;TEC-CO-5996;18/04/2020;AA-1064559;8,00;53.77216;67.2152;;;;
ES-2012-JL1513045-41146;FUR-CH-5379;01/05/2023;JL-1513045;6,00;219.816;274.77;;;;
US-2015-MZ1733582-42147;FUR-BO-5770;22/03/2021;MZ-1733582;8,00;78.4212;98.0265;;;;
ZA-2013-KM6375146-41478;TEC-CO-5998;15/02/2024;KM-6375146;4,00;141.7392;177.174;;;;
IN-2012-MV17485113-41213;TEC-AC-5225;10/08/2024;MV-17485113;7,00;105.6896;132.112;;;;
IN-2014-AF108857-41684;TEC-PH-5846;21/07/2023;AF-108857;5,00;49.296;61.62;;;;
CA-2015-AG10330140-42357;OFF-AR-5287;05/01/2021;AG-103301408;1,00;1.408;1.76;;;;
IN-2014-KT16465113-41958;TEC-CO-4766;28/08/2020;KT-16465113;1,00;175.4568;219.321;;;;
ES-2014-EM1382545-41684;TEC-PH-3148;13/04/2021;EM-1382545;2,00;152.6904;190.863;;;;
IN-2015-ME1732027-42340;TEC-MA-6137;19/02/2020;ME-1732027;10,00;51.408;64.26;;;;
ES-2013-JM1586545-41312;TEC-PH-3787;14/09/2020;JM-1586545;8,00;87.3936;109.242;;;;
MX-2013-MM1792082-41388;FUR-CH-4563;29/01/2024;MM-1792082;4,00;108.072;135.09;;;;
CA-2015-AG10330140-42361;OFF-PA-6485;13/03/2022;AG-103301404;8,00;5.184;6.48;;;;
US-2014-JR1567054-41807;FUR-BO-5788;17/03/2020;JR-1567054;4,00;202.6908;253.3635;;;;
ES-2012-EH1418548-41135;FUR-CH-4702;04/12/2024;EH-1418548;7,00;38.6928;48.366;;;;
ES-2014-MS17365139-41971;FUR-CH-5406;17/09/2023;MS-17365139;6,00;18.0736;22.592;;;;
RO-2014-KW6570107-41800;FUR-BO-4850;21/01/2020;KW-6570107;6,00;132.192;165.24;;;;
IZ-2015-DB306061-42089;OFF-ST-5703;27/10/2021;DB-306061;8,00;67.4208;84.276;;;;
IN-2015-EM1414011-42021;TEC-CO-6011;19/03/2023;EM-1414011;3,00;184.1424;230.178;;;;
CA-2015-AG10330140-42349;OFF-PA-6589;24/01/2024;AG-103301404;9,00;4.1472;5.184;;;;
IN-2013-EH141857-41425;FUR-CH-4531;05/06/2024;EH-141857;8,00;113.6664;142.083;;;;
IN-2013-MW182357-41627;TEC-PH-3148;13/07/2020;MW-182357;6,00;152.6904;190.863;;;;
ES-2014-DL1349545-41948;FUR-CH-5441;18/06/2024;DL-1349545;2,00;112.7808;140.976;;;;
ES-2015-FA1423048-42115;TEC-PH-3806;09/07/2023;FA-1423048;2,00;208.8576;261.072;;;;
ES-2013-JF1556548-41306;TEC-AC-5895;04/10/2022;JF-1556548;1,00;101.664;127.08;;;;
IN-2015-KE1642066-42174;FUR-CH-5411;20/01/2024;KE-1642066;9,00;53.424;66.78;;;;
CA-2015-AG10330140-42361;OFF-BI-3732;19/10/2022;AG-103301404;6,00;1.5192;1.899;;;;
ES-2014-KW16435139-41641;FUR-BO-5961;09/01/2022;KW-16435139;9,00;62.6976;78.372;;;;
KE-2015-LO717069-42365;TEC-PH-3806;14/11/2021;LO-717069;4,00;208.8576;261.072;;;;
MX-2015-GM1444037-42265;TEC-CO-3588;18/03/2024;GM-1444037;10,00;55.675424;69.59428;;;;
IT-2012-DL1331591-41137;FUR-BO-3891;20/08/2022;DL-1331591;5,00;131.8752;164.844;;;;
MX-2013-AP1072018-41482;FUR-CH-4654;23/02/2023;AP-1072018;8,00;145.5072;181.884;;;;
RS-2015-KB6315108-42033;OFF-ST-4106;18/10/2021;KB-6315108;4,00;11.628;14.535;;;;
ES-2015-KB1640545-42122;TEC-CO-4767;29/01/2023;KB-1640545;7,00;77.8656;97.332;;;;
US-2012-AR10345140-41272;FUR-TA-4622;31/10/2021;AR-103451406;8,00;116.392;145.49;;;;
IN-2015-JM1526511-42289;TEC-PH-3148;22/04/2023;JM-1526511;4,00;152.6904;190.863;;;;
IN-2012-BS117557-41109;FUR-BO-3641;30/12/2021;BS-117557;9,00;263.2824;329.103;;;;
ES-2014-EL13735139-41987;TEC-AC-3385;14/07/2023;EL-13735139;9,00;43.568;54.46;;;;
MX-2014-DV1304582-41866;FUR-BO-4849;21/11/2021;DV-1304582;8,00;265.1328;331.416;;;;
US-2012-AR10345140-41272;TEC-PH-3827;12/02/2021;AR-103451406;9,00;44.7936;55.992;;;;
ES-2012-JF1556564-41075;OFF-AP-4500;20/03/2022;JF-1556564;1,00;202.068;252.585;;;;
ES-2014-JK1609064-41800;TEC-CO-3687;10/06/2021;JK-1609064;1,00;76.3272;95.409;;;;
IN-2013-MY1738092-41583;TEC-CO-3601;11/08/2021;MY-1738092;9,00;46.4048;58.006;;;;
CA-2013-AR10345140-41527;FUR-CH-4399;13/03/2020;AR-103451402;3,00;185.0256;231.282;;;;
CA-2015-AR10345140-42256;TEC-AC-5198;29/03/2023;AR-103451402;2,00;14.2;17.75;;;;
IN-2014-RB194657-41898;OFF-AP-4725;19/01/2021;RB-194657;9,00;45.5124;56.8905;;;;
IN-2015-CA1231011-42172;TEC-MA-5016;11/12/2024;CA-1231011;10,00;63.9;79.875;;;;
MX-2014-ML1741082-41959;OFF-ST-5702;11/01/2023;ML-1741082;1,00;67.728;84.66;;;;
CA-2015-AR10345140-42258;OFF-AR-4010;03/02/2021;AR-103451406;2,00;4.7616;5.952;;;;
US-2013-AM10360140-41356;TEC-AC-5109;22/05/2023;AM-103601404;4,00;51.1936;63.992;;;;
ES-2013-HF1499545-41517;TEC-CO-3599;07/12/2021;HF-1499545;3,00;63.303744;79.12968;;;;
ID-2015-MP17965144-42008;FUR-CH-5379;19/02/2021;MP-17965144;1,00;219.816;274.77;;;;
IN-2013-CS1217558-41374;FUR-CH-5373;31/10/2021;CS-1217558;1,00;18.7488;23.436;;;;
ES-2013-JJ1544514-41600;FUR-CH-4701;27/08/2024;JJ-1544514;10,00;39.8736;49.842;;;;
MX-2015-JF1556518-42368;FUR-BO-5786;09/11/2021;JF-1556518;8,00;209.232;261.54;;;;
IN-2014-FW1439559-41836;OFF-AP-4966;20/06/2023;FW-1439559;7,00;182.688;228.36;;;;
US-2013-AM10360140-41356;OFF-PA-6307;03/06/2023;AM-103601404;10,00;11.2128;14.016;;;;
ID-2013-DL133307-41626;FUR-BO-4853;17/03/2021;DL-133307;8,00;100.464;125.58;;;;
ES-2015-MF1825045-42249;FUR-BO-5785;13/10/2022;MF-1825045;7,00;93.42;116.775;;;;
CA-2015-AM10360140-42153;FUR-BO-3652;20/12/2020;AM-103601406;4,00;39.4264;49.283;;;;
ES-2015-RA1991564-42245;FUR-BO-3635;08/04/2021;RA-1991564;10,00;74.1504;92.688;;;;
ID-2012-RF1934527-41062;FUR-BO-5941;31/08/2022;RF-1934527;6,00;72.192;90.24;;;;
CA-2015-AM10360140-42341;OFF-AP-4242;23/07/2024;AM-103601404;9,00;16.9536;21.192;;;;
GH-2015-TT1107049-42332;TEC-AC-4186;22/03/2023;TT-1107049;9,00;54.6432;68.304;;;;
CG-2014-MG768033-41681;TEC-CO-3597;16/12/2022;MG-768033;6,00;235.65456;294.5682;;;;
CA-2012-AM10360140-41187;OFF-BI-4376;18/03/2024;AM-103601402;9,00;1.2288;1.536;;;;
CA-2015-AM10360140-42341;OFF-BI-5939;13/10/2022;AM-103601404;1,00;10.4184;13.023;;;;
CA-2014-AM10360140-41837;OFF-ST-5595;17/04/2022;AM-103601402;4,00;12.408;15.51;;;;
IN-2014-JE1571527-41640;FUR-BO-5959;29/08/2021;JE-1571527;7,00;93.1392;116.424;;;;
ID-2015-SG2089059-42217;TEC-PH-3807;09/07/2022;SG-2089059;6,00;157.0176;196.272;;;;
ES-2012-CA12265139-41178;TEC-CO-3609;29/09/2020;CA-12265139;3,00;151.38;189.225;;;;
CA-2015-AM10360140-42153;OFF-PA-4782;21/02/2022;AM-103601406;8,00;4.624;5.78;;;;
ES-2012-MG1787514-41243;TEC-AC-3403;08/11/2022;MG-1787514;10,00;102.624;128.28;;;;
IN-2015-CD1192059-42326;TEC-CO-4590;17/04/2024;CD-1192059;1,00;122.1216;152.652;;;;
IN-2012-ES1408027-40941;FUR-BO-5798;04/03/2021;ES-1408027;3,00;36.36;45.45;;;;
MX-2012-LP1709528-41002;FUR-CH-4682;01/09/2021;LP-1709528;10,00;74.86296;93.5787;;;;
ID-2014-FC143357-41817;TEC-MA-5512;10/11/2020;FC-143357;6,00;64.0584;80.073;;;;
IN-2012-LR1703558-41195;TEC-MA-5548;14/04/2021;LR-1703558;1,00;165.6;207;;;;
IN-2013-SW2024558-41425;TEC-PH-5827;11/07/2021;SW-2024558;7,00;17.568;21.96;;;;
IN-2012-DG1330027-41133;FUR-TA-3418;10/04/2022;DG-1330027;5,00;158.7168;198.396;;;;
MX-2015-MA1756037-42266;TEC-CO-4766;24/06/2023;MA-1756037;7,00;175.4568;219.321;;;;
ID-2012-TS21160102-41207;FUR-CH-5442;08/02/2023;TS-21160102;8,00;272.97912;341.2239;;;;
IN-2014-BF1100527-41913;FUR-CH-5795;04/06/2023;BF-1100527;6,00;86.3424;107.928;;;;
IN-2013-JM1558027-41475;TEC-PH-5350;19/04/2022;JM-1558027;5,00;44.592;55.74;;;;
UP-2014-MD7860137-41810;FUR-CH-4530;20/02/2023;MD-7860137;2,00;113.0832;141.354;;;;
IN-2015-DV1304558-42329;OFF-ST-6263;04/03/2021;DV-1304558;3,00;49.0032;61.254;;;;
SA-2015-RE9450110-42168;TEC-PH-5267;13/01/2024;RE-9450110;6,00;437.0904;546.363;;;;
CA-2015-AM10360140-42341;OFF-PA-6415;01/11/2024;AM-103601404;7,00;3.4752;4.344;;;;
IN-2015-ME1732027-42364;TEC-MA-5007;10/09/2022;ME-1732027;10,00;206.23176;257.7897;;;;
CA-2014-AM10360140-41837;OFF-PA-6082;04/01/2024;AM-103601402;4,00;6.672;8.34;;;;
ES-2015-JB15400139-42116;FUR-BO-3635;16/09/2022;JB-15400139;8,00;74.1504;92.688;;;;
ES-2014-JC1534045-41803;OFF-AP-4501;29/03/2023;JC-1534045;10,00;159.8592;199.824;;;;
IT-2012-EM1396062-41265;TEC-AC-5894;09/07/2023;EM-1396062;8,00;61.524;76.905;;;;
IN-2012-MH1778559-41221;OFF-ST-6261;01/09/2023;MH-1778559;2,00;97.992;122.49;;;;
IN-2015-RF1984058-42273;FUR-CH-5413;07/12/2020;RF-1984058;1,00;70.1696;87.712;;;;
ES-2015-CV12805139-42251;TEC-PH-5340;02/05/2022;CV-12805139;10,00;49.4016;61.752;;;;
US-2013-AR1034518-41601;FUR-BO-5786;13/05/2024;AR-1034518;5,00;209.232;261.54;;;;
MX-2012-RD1993051-41237;FUR-BO-5761;17/10/2022;RD-1993051;5,00;222.09768;277.6221;;;;
CA-2015-AM10360140-42341;OFF-FA-6129;06/09/2023;AM-103601404;5,00;16.8832;21.104;;;;
IT-2015-KC16675139-42263;OFF-ST-4079;28/05/2020;KC-16675139;3,00;47.6136;59.517;;;;
IN-2014-PG1882027-41649;TEC-CO-5995;05/08/2022;PG-1882027;2,00;53.19808;66.4976;;;;
IN-2015-HD1478527-42240;TEC-CO-4568;26/12/2021;HD-1478527;7,00;83.519072;104.39884;;;;
IT-2014-VD21670139-41999;OFF-ST-5693;02/10/2021;VD-21670139;6,00;34.0992;42.624;;;;
IN-2014-VW2177527-41836;TEC-PH-5844;21/07/2023;VW-2177527;7,00;39.8496;49.812;;;;
MX-2013-DO1364512-41461;TEC-CO-3684;29/03/2022;DO-1364512;7,00;98.5608;123.201;;;;
CA-2015-AM10360140-42341;OFF-AR-5633;12/02/2021;AM-103601404;2,00;1.344;1.68;;;;
CA-2014-AA10375140-41958;TEC-AC-5098;18/03/2023;AA-103751408;7,00;199.992;249.99;;;;
CG-2013-SC1030533-41538;TEC-CO-3688;07/09/2020;SC-1030533;3,00;88.6452;110.8065;;;;
CA-2013-AA10375140-41307;TEC-AC-4938;16/05/2024;AA-103751402;1,00;31.9936;39.992;;;;
ES-2012-BT1148545-41177;OFF-AP-3865;20/09/2022;BT-1148545;10,00;89.1072;111.384;;;;
CA-2013-AA10375140-41307;FUR-FU-3836;17/12/2023;AA-103751402;2,00;11.36;14.2;;;;
ES-2015-VP21760139-42280;OFF-AP-4967;14/10/2024;VP-21760139;4,00;136.3896;170.487;;;;
CA-2015-AA10375140-42350;TEC-PH-3965;11/04/2024;AA-103751406;5,00;37.4336;46.792;;;;
CA-2013-AA10375140-41591;OFF-ST-5628;19/07/2020;AA-103751408;5,00;11.328;14.16;;;;
SG-2012-EB3975111-41107;OFF-ST-4266;18/03/2020;EB-3975111;10,00;91.2252;114.0315;;;;
US-2015-AA10375140-42255;OFF-PA-6461;29/12/2021;AA-103751406;5,00;12.7872;15.984;;;;
US-2015-AA10375140-42255;OFF-PA-3328;16/06/2023;AA-103751406;9,00;2.1632;2.704;;;;
MX-2012-JW1607582-40989;TEC-PH-5355;29/06/2020;JW-1607582;8,00;305.928;382.41;;;;
IN-2013-FG1426058-41509;TEC-CO-4593;11/02/2022;FG-1426058;7,00;91.2456;114.057;;;;
CA-2013-AA37523-41544;OFF-BI-3737;28/08/2023;AA-37523;2,00;1.4336;1.792;;;;
IN-2013-TS212057-41495;FUR-CH-5776;24/08/2022;TS-212057;9,00;148.3776;185.472;;;;
NI-2014-NS850595-41699;OFF-AP-4508;14/09/2020;NS-850595;2,00;389.1456;486.432;;;;
ID-2015-TT2146059-42185;TEC-CO-3678;06/01/2023;TT-2146059;2,00;84.064448;105.08056;;;;
IN-2013-SF2006527-41494;TEC-CO-4577;25/01/2021;SF-2006527;8,00;135.391872;169.23984;;;;
IN-2015-MM1792058-42325;OFF-AR-3525;10/05/2020;MM-1792058;10,00;12.8736;16.092;;;;
ES-2012-LT1711048-41248;TEC-PH-3147;26/01/2021;LT-1711048;7,00;178.164;222.705;;;;
ES-2013-RA19285120-41335;TEC-CO-3685;13/01/2024;RA-19285120;3,00;137.7648;172.206;;;;
IN-2013-JH1543092-41466;TEC-MA-5507;16/06/2022;JH-1543092;3,00;40.32;50.4;;;;
US-2015-NF1859582-42145;FUR-TA-3430;25/07/2020;NF-1859582;2,00;249.4368;311.796;;;;
MX-2015-CL1270018-42348;FUR-BO-4857;28/09/2021;CL-1270018;3,00;55.3152;69.144;;;;
ID-2014-KM1666059-41815;FUR-TA-3758;31/12/2024;KM-1666059;7,00;213.672;267.09;;;;
CA-2012-AA10375140-41205;OFF-BI-3306;11/11/2023;AA-103751404;1,00;11.424;14.28;;;;
ES-2012-BK1126048-41009;TEC-CO-3679;21/05/2023;BK-1126048;9,00;83.7696;104.712;;;;
CA-2014-AA10375140-41831;OFF-ST-6157;14/08/2024;AA-103751404;2,00;8.384;10.48;;;;
ES-2014-MB1730545-41759;FUR-BO-5799;26/05/2022;MB-1730545;2,00;35.6256;44.532;;;;
ES-2012-RD19585120-41215;OFF-AP-3571;06/01/2023;RD-19585120;6,00;72.4104;90.513;;;;
IN-2013-RD1990027-41598;OFF-ST-6033;02/08/2022;RD-1990027;5,00;30.9312;38.664;;;;
ES-2012-EM13960139-41152;TEC-MA-4199;27/01/2022;EM-13960139;6,00;123.288;154.11;;;;
